"Inspection","Permit_ID","Date","Time","Inspection_Type","Critical_Violations","Non_Critical_Violations","Critical_Violations_Corrected_On_Site","Critical_Violations_To_Be_Resolved","Non_Critical_Violations_Corrected_On_Site","Non_Critical_Violations_To_Be_Resolved"
10779,5518,"2011-2-11","11:30","Preoperational","0","2","0","0","0","0"
10780,1550,"2011-2-14","10:30","Follow-up","0","0","0","0","0","0"
10781,3295,"2011-2-14","11:30","routine","3","2","0","3","0","2"
10783,3458,"2011-2-14","15:02","Follow-up","0","0","0","0","0","0"
10785,2251,"2011-2-15","10:30","Follow-up","0","0","0","0","0","0"
10791,2055,"2011-2-16","13:28","Routine","0","1","0","0","0","0"
10793,2920,"2011-2-16","10:30","Follow-up","0","0","0","0","0","0"
10805,1200,"2011-2-11","12:50","Routine","7","8","0","0","1","0"
10806,2701,"2011-02-07","11:30","Routine","1","1","0","1","0","1"
10808,3412,"2011-2-18","09:44","Routine","3","5","2","0","3","0"
10809,5534,"2011-2-18","11:06","Preoperational","1","3","0","0","0","0"
10812,2174,"2011-2-17","00:30","Follow-up","0","0","0","0","0","0"
10816,4104,"2011-2-23","13:29","Routine","2","3","0","0","0","0"
10819,3295,"2011-2-22","11:30","Follow-up","0","0","0","0","0","0"
10820,5116,"2011-2-22","13:00","Follow-up","0","0","0","0","0","0"
10823,3017,"2011-2-22","11:00","Routine","1","2","1","0","0","0"
10827,1023,"2011-2-14","14:35","License Renewal","0","2","0","0","2","0"
10830,3450,"2011-2-24","10:15","Routine","5","1","0","0","0","0"
10831,5233,"2011-2-24","10:35","Complaint","2","4","2","0","1","0"
10833,3808,"2011-3-2","11:55","Routine","3","0","0","0","0","0"
10834,4041,"2011-2-24","14:05","Routine","5","1","1","0","0","0"
10835,2732,"2011-3-2","11:10","Follow-up","0","0","0","0","0","0"
10837,1046,"2011-3-2","11:00","Complaint","1","3","1","0","3","0"
10840,3852,"2011-2-18","11:11","Routine","4","1","0","0","0","0"
10848,5549,"2011-3-2","10:45","Preoperational","2","7","0","0","0","0"
10863,3324,"2011-3-2","11:30","Routine","1","3","0","0","0","0"
10864,3757,"2011-3-4","10:45","Complaint","2","0","0","0","0","0"
10868,5256,"2011-3-9","13:39","Routine","4","2","0","0","0","0"
10869,5585,"2011-3-8","15:42","Restoration","0","0","0","0","0","0"
10872,3405,"2011-3-11","10:30","Follow-up","1","0","1","0","0","0"
10875,2603,"2011-3-15",": AM","Follow-up","0","0","0","0","0","0"
10876,2718,"2011-3-15","13:00","Follow-up","0","0","0","0","0","0"
10877,1666,"2011-3-15","14:20","Follow-up","0","0","0","0","0","0"
10881,3267,"2011-3-16","10:40","Follow-up","0","0","0","0","0","0"
10882,3499,"2011-3-16","11:30","Follow-up","0","0","0","0","0","0"
10885,4976,"2011-3-16","13:45","Routine","2","3","1","0","3","0"
10886,5611,"2011-3-16","12:30","Preoperational","1","0","0","0","0","0"
10887,3808,"2011-3-16","11:30","Follow-up","3","0","0","0","0","0"
10896,5487,"2011-3-17","17:15","Routine","1","5","1","0","2","0"
10898,837,"2011-3-23","13:30","License Renewal","2","2","2","0","2","0"
10899,5036,"2011-3-23","17:30","Routine","3","4","3","0","4","0"
10900,4452,"2011-3-24","14:20","Routine","2","4","2","0","4","0"
10903,5638,"2011-3-25","11:30","Preoperational","0","0","0","0","0","0"
10904,3722,"2011-3-28","09:45","Routine","1","0","1","0","0","0"
10905,3324,"2011-3-30","10:30","Follow-up","0","0","0","0","0","0"
10907,5642,"2011-3-30","11:45","Follow-up","0","0","0","0","0","0"
10908,2112,"2011-3-30","13:30","Follow-up","0","0","0","0","0","0"
10909,2915,"2011-3-30","14:10","Follow-up","0","0","0","0","0","0"
10911,542,"2011-3-30","14:45","License Renewal","3","6","3","0","0","0"
10914,840,"2011-3-31","12:15","Routine","4","6","2","0","1","0"
10921,4690,"2011-2-11","10:45","Routine","0","2","0","0","2","0"
10923,1941,"2011-3-31","14:00","Follow-up","0","0","0","0","0","0"
10924,806,"2011-3-31","16:05","Routine","0","2","0","0","2","0"
10925,5664,"2011-3-31","14:02","Complaint","7","15","4","0","6","0"
10927,3894,"2011-3-31","14:30","Routine","0","0","0","0","0","0"
10928,860,"2011-3-31","11:00","Routine","2","3","1","0","1","0"
10929,3296,"2011-4-1","14:15","Routine","1","0","1","0","0","0"
10932,5666,"2011-3-31","11:05","Routine","1","3","1","0","2","0"
10933,3861,"2011-4-4","11:00","Routine","2","1","1","1","0","1"
10934,2323,"2011-4-4","13:00","Routine","1","3","0","0","0","2"
10938,2323,"2011-4-5","13:05","RESTORATION","0","0","0","0","0","0"
10939,5652,"2011-4-4","12:30","preop follow-up","0","0","0","0","0","0"
10942,4807,"2011-4-6","11:00","Routine","3","4","0","2","0","3"
10943,1546,"2011-4-6","14:10","Follow-up","0","0","0","0","0","0"
10946,4133,"2011-4-7","23:15","Follow-up","0","0","0","0","0","0"
10947,1003,"2011-4-5","12:59","Routine","4","5","3","0","2","0"
10949,860,"2011-4-8","10:15","Follow-up","0","0","0","0","0","0"
10957,3262,"2011-4-5","12:05","Routine","4","7","0","0","0","0"
10964,4556,"2011-4-11","13:45","Routine","2","2","0","0","0","0"
10965,4557,"2011-4-11","14:25","Routine","2","5","2","0","2","0"
10967,4555,"2011-4-11","15:35","Routine","1","4","1","0","3","0"
10968,5704,"2011-04-11","13:15","Preoperational","1","0","1","0","0","0"
10971,5607,"2011-04-11","10:30","Follow-up","0","0","0","0","0","0"
10981,5704,"2011-4-11","13:20","Preoperational","1","2","1","0","0","0"
10983,2314,"2011-4-12","14:05","Routine","3","1","0","0","0","0"
10990,882,"2011-4-20","16:40","Complaint","4","6","0","0","0","0"
10991,5726,"2011-4-20","13:30","Complaint","5","2","5","0","0","0"
10994,5736,"2011-4-25","09:02","Preoperational","4","9","4","0","8","0"
11006,5749,"2011-4-26","12:35","License Renewal","0","3","0","0","3","0"
11010,5750,"2011-4-26","14:40","License Renewal","0","2","0","0","2","0"
11011,5722,"2011-4-20","10:35","License Renewal","2","0","1","0","0","0"
11013,2701,"2011-4-20","13:30","Follow-up","1","0","1","0","0","0"
11023,3259,"2011-4-27","10:30","Follow-up","3","0","3","0","0","0"
11027,2430,"2011-4-22","11:00","License Renewal","10","6","9","0","2","0"
11041,5776,"2011-5-2","15:00","License Renewal","0","1","0","0","0","0"
11051,1982,"2011-5-5","15:15","License Renewal","0","0","0","0","0","0"
11053,3399,"2011-05-06","24:00","Routine","5","1","1","4","0","1"
11055,3400,"2011-05-06","13:17","Routine","3","0","0","3","0","0"
11062,5481,"2011-5-5","14:45","Renovation","0","0","0","0","0","0"
11063,5798,"2011-5-10","09:29","Routine","1","0","1","0","0","0"
11064,2023,"2011-5-9","12:30","Routine","9","14","0","0","0","0"
11066,2023,"2011-5-10","13:38","Restoration","0","0","0","0","0","0"
11067,845,"2011-5-11","13:00","Routine","0","1","0","0","1","0"
11068,5739,"2011-5-11","17:05","Complaint","5","8","0","0","1","0"
11071,5801,"2011-5-11","12:00","Preoperational","1","0","1","0","0","0"
11075,3304,"2011-5-12","23:28","Routine","3","8","2","0","2","0"
11077,3719,"2011-5-12","12:30","Routine","0","1","0","0","1","0"
11078,2514,"2011-05-12","10:16","Routine","3","0","0","3","0","0"
11080,3801,"2011-5-12","10:25","Complaint","11","21","7","0","8","0"
11083,5807,"2011-5-13","11:45","Routine","5","4","1","0","0","0"
21087,5374,"2011-5-17","10:40","Routine","1","3","1","0","1","0"
21088,5439,"2011-5-16","16:00","Routine","0","6","0","0","6","0"
21089,2379,"2011-5-20","11:20","Follow-up","0","0","0","0","0","0"
21096,4527,"2011-5-20","13:40","Complaint","2","8","0","0","1","0"
21104,4603,"2011-5-24","11:00","Complaint","9","19","7","0","12","0"
21107,5823,"2011-5-25","11:04","Preoperational  follow up","0","0","0","0","0","0"
21110,3852,"2011-5-25","14:30","Follow-up","0","1","0","0","0","0"
21112,3444,"2011-5-26","14:02","Restoration","0","0","0","0","0","0"
21114,3852,"2011-5-26","15:05","Restoration","0","0","0","0","0","0"
21115,5253,"2011-5-19","11:38","Complaint","6","9","2","0","2","0"
21121,2763,"2011-5-26","10:45","Routine","0","3","0","0","3","0"
21124,5845,"2011-6-6","14:05","OWNERSHIP NAME CHANGE","1","6","1","0","3","0"
21127,3760,"2011-6-7","13:00","Routine","1","0","1","0","0","0"
21132,3773,"2011-6-13","10:26","Follow-up","0","0","0","0","0","0"
21133,4000,"2011-6-13","11:30","Follow-up","0","0","0","0","0","0"
21134,5475,"2011-6-13","12:01","Follow-up","0","0","0","0","0","0"
21137,5889,"2011-6-16","14:30","Initial","3","0","0","0","0","0"
21139,684,"2011-6-20","12:50","Routine","1","5","1","0","2","0"
21154,5911,"2011-6-27","13:12","Restoration","0","0","0","0","0","0"
21155,3326,"2011-6-28","11:58","Restoration","0","0","0","0","0","0"
21156,5910,"2011-6-28","11:00","Preoperational","1","0","0","0","0","0"
21157,3640,"2011-4-14","14:09","Follow-up","0","0","0","0","0","0"
21158,4117,"2011-6-28","16:30","Follow-up","0","0","0","0","0","0"
21159,4094,"2011-6-29","17:30","Follow-up","0","0","0","0","0","0"
21161,5932,"2011-6-30","14:43","Routine","0","2","0","0","2","0"
21162,3021,"2011-6-28","12:10","Routine","0","4","0","0","3","0"
21167,2981,"2011-7-1","11:15","Routine","1","3","1","0","2","0"
21168,1813,"2011-7-6","14:00","Initial","1","0","0","0","0","0"
21169,3021,"2011-6-28","11:30","Routine","0","4","0","0","3","0"
21170,5913,"2011-6-29","13:15","Preoperational","1","5","0","0","0","0"
21171,3028,"2011-6-28","00:05","Routine","5","5","2","0","1","0"
21172,2051,"2011-5-18","10:45","Routine","5","8","2","0","0","0"
21173,3322,"2011-5-16","14:00","License Renewal","2","3","0","0","0","0"
21174,2287,"2011-7-8","11:30","Routine","0","1","0","0","1","0"
21175,5946,"2011-7-8","11:30","Preoperational","3","3","1","0","0","0"
21179,4787,"2011-6-23","11:15","Routine","2","5","0","0","1","0"
21180,3573,"2011-6-27","12:30","Routine","3","10","2","0","3","0"
21181,1734,"2011-7-11","14:15","Follow-up","1","0","1","0","0","0"
21182,3542,"2011-6-7","11:50","Routine","4","3","3","0","2","0"
21186,5949,"2011-7-12","10:54","Preoperational","1","1","1","0","1","0"
21187,5260,"2011-4-12","13:30","Routine","1","1","1","0","1","0"
21188,3575,"2011-7-13","12:00","Routine","3","8","2","0","1","0"
21193,3311,"2011-7-14","09:41","Complaint","7","11","3","0","3","0"
21195,5541,"2011-3-1","11:09","PREOPERATIONAL","0","1","0","0","0","0"
21197,1936,"2011-3-18","13:05","Routine","2","4","1","0","0","0"
21198,1855,"2011-2-24","00:40","Complaint","1","3","0","0","2","0"
21199,5957,"2011-7-12","12:20","Preoperational","0","0","0","0","0","0"
21200,2701,"2011-7-15","13:13","Routine","5","15","0","0","0","0"
21202,4289,"2011-7-18","12:45","Complaint","6","6","2","0","0","0"
21203,5625,"2011-7-18","10:45","Complaint","3","7","1","0","3","0"
21204,1547,"2011-7-18","10:15","Complaint","1","0","0","0","0","0"
21205,4030,"2011-7-18","12:10","License Renewal","1","0","0","0","0","0"
21206,1206,"2011-7-18","13:20","License Renewal","0","1","0","0","1","0"
21207,4033,"2011-7-18","14:20","License Renewal","3","2","1","0","0","0"
21208,4032,"2011-7-18","14:55","Routine","0","0","0","0","0","0"
21209,2540,"2011-7-18","14:20","License Renewal","2","4","0","0","0","0"
21211,5963,"2011-07-20","13:30","Preoperational","2","0","1","0","0","0"
21212,3989,"2011-7-21","12:00","Routine","0","5","0","0","4","0"
21240,5992,"2011-7-25","10:15","Routine","3","8","0","0","1","0"
21241,3064,"2011-7-25","10:40","Routine","1","0","1","0","0","0"
21242,5877,"2011-7-25","12:20","Complaint","5","6","0","0","0","0"
21246,3245,"2011-7-26","13:40","Routine","3","4","3","0","3","0"
21247,3259,"2011-7-26","14:40","Routine","2","4","2","0","3","0"
21248,3198,"2011-7-26","13:15","Routine","1","1","1","0","1","0"
21249,3468,"2011-07-26","17:00","Follow-up","0","1","0","0","0","0"
21250,3167,"2011-7-27","11:00","Routine","0","2","0","0","2","0"
21251,3168,"2011-7-27","11:00","Routine","0","4","0","0","3","0"
21252,3170,"2011-7-27","11:00","Routine","0","4","0","0","2","0"
21253,3210,"2011-7-27","16:07","Routine","0","0","0","0","0","0"
21254,3198,"2011-7-26","13:25","Routine","1","2","1","0","2","0"
21261,6000,"2011-7-26","12:25","Routine","1","2","1","0","0","0"
21262,1217,"2011-8-1","10:45","Routine","5","5","3","0","1","0"
21263,1390,"2011-8-1","12:30","Routine","2","0","2","0","0","0"
21266,1460,"2011-8-2","23:35","Routine","2","5","2","0","1","0"
21267,5638,"2011-8-2","13:20","Routine","0","4","0","0","2","0"
21277,1207,"2011-8-3","12:15","Complaint","4","1","3","0","0","0"
21281,2840,"2011-08-04","23:35","Routine","4","9","3","0","3","0"
21285,860,"2011-8-5","11:03","Routine","1","3","1","0","3","0"
21286,861,"2011-8-5","00:19","Routine","0","4","0","0","4","0"
21289,3861,"2011-8-8","11:00","Routine","2","2","2","0","1","0"
21290,3843,"2011-8-8","11:45","Routine","3","2","1","0","0","0"
21291,5625,"2011-8-8","15:00","Follow-up","0","0","0","0","0","0"
21293,3592,"2011-8-8","13:00","Routine","1","0","1","0","0","0"
21294,6018,"2011-8-8","14:30","Preoperational","0","2","0","0","0","0"
21296,5150,"2011-8-9","11:25","Routine","1","0","1","0","0","0"
21297,5973,"2011-8-9","22:40","Preoperational","3","2","0","0","0","0"
21300,4504,"2011-8-9","11:15","Routine","1","3","1","0","3","0"
21301,1997,"2011-8-10","12:55","Routine","1","3","1","0","1","0"
21302,1941,"2011-8-10","12:05","Routine","2","0","1","0","0","0"
21305,3864,"2011-8-11","12:54","Routine","1","2","0","0","0","1"
21306,6027,"2011-8-11","12:08","Preoperational","0","0","0","0","0","0"
21307,6015,"2011-8-11","12:05","Preoperational","0","0","0","0","0","0"
21308,2729,"2011-8-15","12:01","Routine","1","2","1","0","2","0"
21311,4750,"2011-8-15","10:00","Routine","3","7","2","0","3","0"
21312,4185,"2011-8-15","13:00","Routine","1","4","1","0","4","0"
21314,4415,"2011-8-15","13:38","Routine","6","8","2","0","1","0"
21315,2722,"2011-8-15","12:35","Routine","2","4","1","0","1","0"
21316,4521,"2011-8-16","13:25","Complaint","2","4","0","0","2","0"
21317,4307,"2011-8-16","10:00","Routine","0","1","0","0","1","0"
21319,2735,"2011-8-15","11:15","Routine","2","5","0","0","0","0"
21320,4436,"2011-8-16","12:20","Routine","1","3","1","0","2","0"
21321,4310,"2011-8-16","11:00","Routine","4","5","4","0","4","0"
21333,5949,"2011-8-18","11:20","Complaint","2","4","2","0","0","0"
21334,2720,"2011-8-16","11:24","Routine","6","10","2","0","0","0"
21335,5393,"2011-8-23","12:00","Follow-up","0","0","0","0","0","0"
21336,2713,"2011-8-19","11:50","Routine","1","4","1","0","2","0"
21337,2805,"2011-8-19","10:42","Routine","4","3","3","0","2","0"
21341,3904,"2011-8-24","11:15","Routine","2","7","2","0","5","0"
21342,3902,"2011-8-24","11:15","Routine","2","5","2","0","2","0"
21345,2734,"2011-8-22","11:16","Routine","2","2","1","0","2","0"
21347,1156,"2011-8-25","11:30","Routine","1","3","1","0","3","0"
21348,6068,"2011-8-25","11:30","Routine","0","3","0","0","3","0"
21349,2762,"2011-8-22","12:28","Routine","0","1","0","0","0","0"
21352,5917,"2011-5-23","11:00","Change of ownership","2","4","1","0","1","0"
21358,2593,"2011-08-30","10:55","Initial","3","3","1","0","1","0"
21371,5136,"2011-8-25","14:05","Routine","3","6","1","0","2","0"
21375,1240,"2011-9-6","14:30","Routine","0","4","0","0","2","0"
21376,5993,"2011-9-7","09:45","Routine","1","0","0","0","0","0"
21382,2076,"2011-9-7","11:40","Routine","1","2","1","0","1","0"
21388,3706,"2011-09-09","15:00","Complaint","2","2","0","0","0","0"
21390,3571,"2011-9-9","11:20","OUT OF BUSINESS","0","0","0","0","0","0"
21392,3617,"2011-9-9","09:39","Routine","2","0","2","0","0","0"
21400,1697,"2011-9-13","14:00","Restoration","2","3","0","0","0","0"
21403,1823,"2010-11-16","12:15","Routine","2","1","0","0","0","0"
21404,1697,"2011-9-14","10:15","RESTORATION","1","2","0","0","0","1"
21407,2264,"2010-8-6","10:45","Routine","1","0","1","0","0","0"
21409,5406,"2011-9-15","11:18","ROUTINE","0","0","0","0","0","0"
21416,2109,"2011-9-16","11:40","Complaint","2","3","1","0","0","0"
21423,1883,"2011-8-26","11:50","Routine","1","4","1","0","2","0"
21425,3020,"2011-8-30","13:46","Routine","4","1","2","0","1","0"
21429,4129,"2011-9-20","11:30","Follow-up","0","0","0","0","0","0"
21432,6107,"2011-6-14","14:45","License Renewal","2","3","2","0","0","0"
21433,3552,"2011-9-20","11:10","Routine","3","6","1","0","0","0"
21434,3811,"2011-9-21","11:30","Follow-up","0","0","0","0","0","0"
21435,3706,"2011-9-21","10:45","Follow-up","0","0","0","0","0","0"
21437,3965,"2011-9-21","13:45","Follow-up","0","0","0","0","0","0"
21441,953,"2011-9-22","10:25","Routine","2","5","2","0","3","0"
21442,4384,"2011-9-22","11:28","Routine","0","2","0","0","1","0"
21443,4384,"2011-9-22","11:28","Routine","0","2","0","0","1","0"
21444,684,"2011-9-22","12:55","Routine","2","3","2","0","3","0"
21445,1435,"2011-9-14","13:50","Routine","3","1","1","0","0","0"
21446,5158,"2011-9-22","15:47","Routine","1","1","0","0","1","0"
21449,560,"2011-9-23","15:00","Routine","1","3","0","0","1","0"
21451,5073,"2011-9-22","10:40","Complaint","3","4","0","0","0","0"
21452,101240,"2011-9-26","14:00","Preoperational","1","3","1","0","0","0"
21455,696,"2011-9-28","12:05","Routine","2","13","2","0","3","0"
21456,1396,"2011-9-28","15:00","Routine","1","0","0","0","0","0"
21457,6106,"2011-9-28","15:00","Follow-up","0","0","0","0","0","0"
21459,6113,"2011-9-26","10:39","Follow-up","0","0","0","0","0","0"
21461,6129,"2011-9-29","12:50","Routine","5","4","2","0","0","0"
21462,6132,"2011-9-29","13:51","Routine","10","15","6","0","4","0"
21466,3884,"2011-9-30","12:09","Routine","11","16","6","0","7","0"
21471,4958,"2011-9-15","11:20","Routine","1","2","1","0","2","0"
21475,2803,"2011-10-3","13:25","Routine","0","1","0","0","1","0"
21477,5461,"2011-10-3","14:45","Routine","2","4","1","0","0","0"
21492,5203,"2011-10-5","11:20","Routine","5","4","3","0","1","0"
21494,6132,"2011-10-5","13:30","Follow-up","0","0","0","0","0","0"
21498,4920,"2011-10-6","10:22","Complaint","10","16","5","0","7","0"
21504,1199,"2011-10-6","10:30","Follow-up","0","0","0","0","0","0"
21506,3296,"2011-10-5","12:30","Routine","0","0","0","0","0","0"
21508,6171,"2011-10-7","09:59","Preoperational","4","7","0","0","0","0"
21510,5608,"2011-10-7","13:20","Routine","0","2","0","0","2","0"
21525,4356,"2011-10-11","12:11","Routine","3","1","2","0","0","0"
21528,6186,"2011-10-12","09:58","Preoperational","0","0","0","0","0","0"
21532,1336,"2011-10-12","13:55","Routine","1","0","1","0","0","0"
21534,1340,"2011-10-12","10:45","Routine","2","1","2","0","0","0"
21542,6195,"2011-10-13","11:20","Preoperational","0","0","0","0","0","0"
21544,1494,"2011-10-13","11:50","Routine","3","3","3","0","1","0"
21545,1488,"2011-10-14","11:13","Routine","3","4","2","0","2","0"
21548,5133,"2011-10-17","11:31","Routine","7","14","5","0","7","0"
21549,3998,"2011-10-17","11:15","Routine","5","6","0","0","0","0"
21550,6115,"2011-10-17","11:00","Preoperational","2","3","0","0","0","0"
21552,3396,"2011-10-17","14:02","Routine","6","9","2","0","0","0"
21555,2625,"2011-10-17","14:00","Routine","1","0","1","0","0","0"
21558,3186,"2011-10-18","09:59","Routine","5","7","4","0","2","0"
21559,3378,"2011-10-18","23:48","Routine","9","17","4","0","4","0"
